,arr_delay
1971,73.0
1972,20.0
1973,18.0
1974,111.0
1975,8.0
1976,2.0
1977,-6.0
1978,-1.0
1979,-9.0
1980,10.0
1981,-17.0
1982,-8.0
1983,-17.0
1984,-11.0
1985,-12.0
1986,0.0
1987,-10.0
1988,21.0
1989,-16.0
1990,0.0
1991,0.0
1992,-35.0
1993,-19.0
1994,-19.0
1995,-17.0
1996,21.0
1997,23.0
1998,-18.0
1999,-2.0
2000,-5.0
2001,-15.0
2002,-11.0
2003,4.0
2004,14.0
2005,3.0
2006,-29.0
2007,19.0
2008,-11.0
2009,10.0
2010,-8.0
2011,-14.0
2012,-6.0
2013,-33.0
2014,-1.0
2015,12.0
2016,-19.0
2017,115.0
2018,98.0
2019,-11.0
2020,-24.0
2021,-14.0
2022,1.0
2023,48.0
2024,3.0
2025,-17.0
2026,-27.0
2027,-26.0
2028,-2.0
2029,9.0
2030,0.0
2031,17.0
2032,0.0
2033,-9.0
2034,72.0
2035,40.0
2036,-15.0
2037,38.0
2038,-38.0
2039,-7.0
2040,12.0
2041,58.0
2042,-11.0
2043,17.0
2044,-20.0
2045,-15.0
2046,-1.0
2047,9.0
2048,67.0
2049,16.0
2050,84.0
2051,-14.0
2052,-12.0
2053,34.0
2054,-12.0
2055,-13.0
2056,5.0
2057,-7.0
2058,18.0
2059,-9.0
2060,-6.0
2061,-20.0
2062,-7.0
2063,-15.0
2064,0.0
2065,25.0
2066,2.0
2067,9.0
2068,-18.0
2069,17.0
2070,6.0
2071,-5.0
2072,-24.0
2073,17.0
2074,-4.0
2075,-28.0
2076,-6.0
2077,-12.0
2078,-7.0
2079,-6.0
2080,40.0
2081,33.0
2082,-7.0
2083,53.0
2084,-1.0
2085,6.0
2086,-4.0
2087,-20.0
2088,-10.0
2089,-11.0
2090,-18.0
2091,278.0
2092,19.0
2093,-16.0
2094,10.0
2095,-12.0
2096,-15.0
2097,5.0
2098,-6.0
2099,12.0
2100,1.0
2101,-27.0
2102,-20.0
2103,5.0
2104,98.0
2105,14.0
2106,-3.0
2107,-11.0
2108,-19.0
2109,-7.0
2110,145.0
2111,-14.0
2112,-16.0
2113,14.0
2114,11.0
2115,-5.0
2116,2.0
2117,7.0
2118,2.0
2119,1.0
2120,-10.0
2121,-26.0
2122,96.0
2123,62.0
2124,1.0
2125,-26.0
2126,-14.0
2127,-19.0
2128,-3.0
2129,-18.0
2130,-17.0
2131,-19.0
2132,-9.0
2133,-20.0
2134,-5.0
2135,-7.0
2136,-43.0
2137,7.0
2138,-1.0
2139,6.0
2140,-31.0
2141,214.0
2142,5.0
2143,-27.0
2144,-6.0
2145,-13.0
2146,-12.0
2147,6.0
2148,-6.0
2149,-1.0
2150,4.0
2151,-13.0
2152,73.0
2153,-2.0
2154,-1.0
2155,-13.0
2156,-17.0
2157,-5.0
2158,73.0
2159,110.0
2160,-21.0
2161,-11.0
2162,72.0
2163,-2.0
2164,26.0
2165,-26.0
2166,-10.0
2167,-9.0
2168,1.0
2169,28.0
2170,18.0
2171,-9.0
2172,16.0
2173,-12.0
2174,-3.0
2175,0.0
2176,38.0
2177,-20.0
2178,-23.0
2179,194.0
2180,0.0
2181,7.0
2182,9.0
2183,1.0
2184,-4.0
2185,-16.0
2186,2.0
2187,-16.0
2188,-18.0
2189,-19.0
2190,-5.0
2191,-25.0
2192,-23.0
2193,19.0
2194,-16.0
2195,-4.0
2196,-7.0
2197,-12.0
2198,66.0
2199,-5.0
2200,-2.0
2201,-1.0
2202,12.0
2203,6.0
2204,-5.0
2205,-10.0
2206,-11.0
2207,7.0
2208,-10.0
2209,6.0
2210,-6.0
2211,-4.0
2212,-19.0
2213,4.0
2214,-15.0
2215,-6.0
2216,1.0
2217,5.0
2218,6.0
2219,6.0
2220,-24.0
2221,1.0
2222,1.0
2223,18.0
2224,-14.0
2225,1.0
2226,-17.0
2227,18.0
2228,22.0
2229,-21.0
2230,-14.0
2231,-22.0
2232,-4.0
2233,-15.0
2234,51.0
2235,-10.0
2236,2.0
2237,-10.0
2238,10.0
2239,76.0
2240,-21.0
2241,-28.0
2242,-12.0
2243,-22.0
2244,-13.0
2245,21.0
2246,171.0
2247,-36.0
2248,10.0
2249,35.0
2250,2.0
2251,15.0
2252,-3.0
2253,-28.0
2254,8.0
2255,-31.0
2256,32.0
2257,-25.0
2258,200.0
2259,-43.0
2260,-11.0
2261,3.0
2262,14.0
2263,-7.0
2264,11.0
2265,-21.0
2266,-1.0
2267,7.0
2268,-17.0
2269,49.0
2270,84.0
2271,-4.0
2272,-13.0
2273,50.0
2274,-1.0
2275,-9.0
2276,-6.0
2277,-23.0
2278,-3.0
2279,-5.0
2280,127.0
2281,-8.0
2282,17.0
2283,-14.0
2284,3.0
2285,-9.0
2286,-4.0
2287,-18.0
2288,-16.0
2289,-10.0
2290,87.0
2291,-21.0
2292,-26.0
2293,117.0
2294,-18.0
2295,68.0
2296,23.0
2297,-9.0
2298,-14.0
2299,-31.0
2300,-20.0
2301,9.0
2302,-13.0
2303,27.0
2304,62.0
2305,2.0
2306,32.0
2307,-19.0
2308,-12.0
2309,175.0
2310,0.0
2311,-32.0
2312,-28.0
2313,-21.0
2314,32.0
2315,36.0
2316,-11.0
2317,-14.0
2318,-13.0
2319,-11.0
2320,0.0
2321,-14.0
2322,-8.0
2323,61.0
2324,166.0
2325,11.0
2326,-20.0
2327,-27.0
2328,-12.0
2329,-4.0
2330,-31.0
2331,-37.0
2332,-4.0
2333,-24.0
2334,2.0
2335,12.0
2336,1.0
2337,-19.0
2338,60.0
2339,11.0
2340,-20.0
2341,-12.0
2342,-16.0
2343,-18.0
2344,-23.0
2345,40.0
2346,8.0
2347,38.0
2348,14.0
2349,-7.0
2350,24.0
2351,-10.0
2352,-21.0
2353,4.0
2354,-34.0
2355,-24.0
2356,-18.0
2357,6.0
2358,-22.0
2359,196.0
2360,82.0
2361,-3.0
2362,-3.0
2363,90.0
2364,-2.0
2365,873.0
2366,-3.0
2367,-8.0
2368,59.0
2369,3.0
2370,-11.0
2371,-20.0
2372,43.0
2373,-20.0
2374,-24.0
2375,6.0
2376,-12.0
2377,0.0
2378,-17.0
2379,-27.0
2380,-42.0
2381,6.0
2382,-14.0
2383,84.0
2384,-26.0
2385,-18.0
2386,-14.0
2387,17.0
2388,13.0
2389,6.0
2390,85.0
2391,-15.0
2392,-17.0
2393,-12.0
2394,-10.0
2395,-13.0
2396,3.0
2397,26.0
2398,-20.0
2399,-10.0
2400,-24.0
2401,12.0
2402,-2.0
2403,-8.0
2404,-15.0
2405,-12.0
2406,147.0
2407,-13.0
2408,-20.0
2409,-14.0
2410,-24.0
2411,208.0
2412,-8.0
2413,-10.0
2414,-5.0
2415,39.0
2416,8.0
2417,16.0
2418,-17.0
2419,-8.0
2420,8.0
2421,-1.0
2422,-17.0
2423,190.0
2424,-20.0
2425,5.0
2426,46.0
2427,78.0
2428,-23.0
2429,-16.0
2430,-10.0
2431,-2.0
2432,11.0
2433,-12.0
2434,-13.0
2435,-14.0
2436,15.0
2437,6.0
2438,-52.0
2439,-28.0
2440,-4.0
2441,17.0
2442,26.0
2443,-10.0
2444,3.0
2445,-10.0
2446,-17.0
2447,-2.0
2448,33.0
2449,7.0
2450,-3.0
2451,-14.0
2452,-11.0
2453,102.0
2454,-30.0
2455,7.0
2456,-33.0
2457,-20.0
2458,81.0
2459,33.0
2460,-17.0
2461,0.0
2462,4.0
2463,-15.0
2464,6.0
2465,-3.0
2466,-39.0
2467,270.0
2468,-2.0
2469,-21.0
2470,-13.0
2471,-15.0
2472,-9.0
2473,39.0
2474,-16.0
2475,-26.0
2476,12.0
2477,4.0
2478,11.0
2479,-14.0
2480,21.0
2481,-21.0
2482,-19.0
2483,-7.0
2484,0.0
2485,20.0
2486,-1.0
2487,-18.0
2488,-6.0
2489,77.0
2490,-10.0
2491,-10.0
2492,-5.0
2493,-7.0
2494,25.0
2495,-7.0
2496,4.0
2497,16.0
2498,75.0
2499,-11.0
2500,-29.0
2501,-28.0
2502,13.0
2503,-13.0
2504,-6.0
2505,19.0
2506,-14.0
2507,-13.0
2508,1.0
2509,-14.0
2510,-2.0
2511,18.0
2512,-3.0
2513,48.0
2514,16.0
2515,-10.0
2516,12.0
2517,-20.0
2518,-15.0
2519,-4.0
2520,5.0
2521,21.0
2522,-6.0
2523,1.0
2524,26.0
2525,101.0
2526,-6.0
2527,-23.0
2528,-10.0
2529,-15.0
2530,-6.0
2531,163.0
2532,43.0
2533,-15.0
2534,-18.0
2535,-17.0
2536,-45.0
2537,-31.0
2538,9.0
2539,-33.0
2540,97.0
2541,14.0
2542,39.0
2543,-22.0
2544,16.0
2545,-5.0
2546,-18.0
2547,-29.0
2548,-20.0
2549,-1.0
2550,-25.0
2551,38.0
2552,12.0
2553,6.0
2554,9.0
2555,-9.0
2556,-12.0
2557,-20.0
2558,29.0
2559,26.0
2560,17.0
2561,-13.0
2562,2.0
2563,-14.0
2564,4.0
2565,-18.0
2566,74.0
2567,-3.0
2568,-9.0
2569,-1.0
2570,67.0
2571,11.0
2572,-11.0
2573,6.0
2574,-20.0
2575,-2.0
2576,-7.0
2577,-17.0
2578,9.0
2579,29.0
2580,233.0
2581,-6.0
2582,-25.0
2583,7.0
2584,-17.0
2585,17.0
2586,-11.0
2587,-30.0
2588,-14.0
2589,-13.0
2590,-8.0
2591,-2.0
2592,-2.0
2593,-16.0
2594,-4.0
2595,-11.0
2596,10.0
2597,-26.0
2598,-6.0
2599,53.0
2600,4.0
2601,-30.0
2602,-25.0
2603,69.0
2604,-31.0
2605,-15.0
2606,2.0
2607,18.0
2608,-9.0
2609,74.0
2610,217.0
2611,-12.0
2612,-7.0
2613,-13.0
2614,-11.0
2615,-10.0
2616,-35.0
2617,10.0
2618,16.0
2619,16.0
2620,-26.0
2621,-26.0
2622,5.0
2623,6.0
2624,-6.0
2625,-3.0
2626,14.0
2627,69.0
2628,-14.0
2629,-8.0
2630,58.0
2631,3.0
2632,-21.0
2633,-17.0
2634,-18.0
2635,-12.0
2636,5.0
2637,-2.0
2638,-21.0
2639,-12.0
2640,-5.0
2641,-22.0
2642,16.0
2643,-3.0
2644,10.0
2645,-3.0
2646,24.0
2647,-5.0
2648,7.0
2649,-18.0
2650,-26.0
2651,-3.0
2652,-5.0
2653,67.0
2654,-7.0
2655,-10.0
2656,-30.0
2657,1.0
2658,-42.0
2659,-8.0
2660,-14.0
2661,-4.0
2662,-5.0
2663,9.0
2664,-24.0
2665,-4.0
2666,-28.0
2667,-8.0
2668,-11.0
2669,551.0
2670,4.0
2671,43.0
2672,-11.0
2673,-2.0
2674,-18.0
2675,-19.0
2676,-30.0
2677,392.0
2678,-24.0
2679,-14.0
2680,1.0
2681,-2.0
2682,-33.0
2683,1.0
2684,3.0
2685,11.0
2686,-1.0
2687,-5.0
2688,6.0
2689,28.0
2690,-6.0
2691,-14.0
2692,35.0
2693,7.0
2694,-5.0
2695,143.0
2696,-6.0
2697,1.0
2698,-10.0
2699,-12.0
2700,94.0
2701,39.0
2702,57.0
2703,29.0
2704,12.0
2705,-12.0
2706,-12.0
2707,-11.0
2708,34.0
2709,-6.0
2710,-12.0
2711,-15.0
2712,3.0
2713,-11.0
2714,89.0
2715,133.0
2716,9.0
2717,-4.0
2718,81.0
2719,-16.0
2720,57.0
2721,57.0
2722,-5.0
2723,-32.0
2724,-18.0
2725,-23.0
2726,-6.0
2727,12.0
2728,1.0
2729,-11.0
2730,7.0
2731,3.0
2732,91.0
2733,28.0
2734,2.0
2735,5.0
2736,2.0
2737,-4.0
2738,-13.0
2739,-6.0
2740,-12.0
2741,20.0
2742,-11.0
2743,10.0
2744,-11.0
2745,-9.0
2746,-4.0
2747,-2.0
2748,-19.0
2749,-1.0
2750,-3.0
2751,-10.0
2752,-2.0
2753,-21.0
2754,-40.0
2755,-7.0
2756,51.0
2757,-17.0
2758,-23.0
2759,17.0
2760,-20.0
2761,0.0
2762,-19.0
2763,-23.0
2764,-13.0
2765,-14.0
2766,18.0
2767,-11.0
2768,-6.0
2769,-1.0
2770,30.0
2771,0.0
2772,-18.0
2773,-8.0
2774,-20.0
2775,8.0
2776,-8.0
2777,-11.0
2778,-14.0
2779,-1.0
2780,0.0
2781,13.0
2782,20.0
2783,-29.0
2784,45.0
2785,-3.0
2786,9.0
2787,3.0
2788,0.0
2789,-33.0
2790,-13.0
2791,-17.0
2792,-23.0
2793,-33.0
2794,17.0
2795,39.0
2796,135.0
2797,48.0
2798,-9.0
2799,-12.0
2800,-7.0
2801,-4.0
2802,27.0
2803,-13.0
2804,-11.0
2805,-12.0
2806,-14.0
2807,-3.0
2808,3.0
2809,-1.0
2810,-21.0
2811,-3.0
2812,-5.0
2813,-26.0
2814,21.0
2815,208.0
2816,-6.0
2817,-14.0
2818,72.0
2819,-9.0
2820,-21.0
2821,-6.0
2822,4.0
2823,-4.0
2824,-9.0
2825,-14.0
2826,0.0
2827,-39.0
2828,-26.0
2829,5.0
2830,22.0
2831,131.0
2832,-25.0
2833,-12.0
2834,90.0
2835,-8.0
2836,-10.0
2837,111.0
2838,-11.0
2839,-23.0
2840,-35.0
2841,6.0
2842,63.0
2843,5.0
2844,33.0
2845,4.0
2846,-7.0
2847,-25.0
2848,-20.0
2849,-14.0
2850,1.0
2851,90.0
2852,-11.0
2853,-23.0
2854,-15.0
2855,-14.0
2856,-11.0
2857,-24.0
2858,-6.0
2859,-13.0
2860,-24.0
2861,-3.0
2862,67.0
2863,-9.0
2864,-17.0
2865,28.0
2866,-12.0
2867,15.0
2868,6.0
2869,-44.0
2870,-12.0
2871,-6.0
2872,2.0
2873,-11.0
2874,1.0
2875,0.0
2876,7.0
2877,7.0
2878,12.0
2879,-9.0
2880,-11.0
2881,-19.0
2882,-8.0
2883,-15.0
2884,48.0
2885,-28.0
2886,-16.0
2887,-15.0
2888,2.0
2889,2.0
2890,-4.0
2891,7.0
2892,27.0
2893,-12.0
2894,-18.0
2895,23.0
2896,-34.0
2897,-25.0
2898,-6.0
2899,-13.0
2900,-32.0
2901,-21.0
2902,88.0
2903,21.0
2904,33.0
2905,-33.0
2906,54.0
2907,86.0
2908,3.0
2909,29.0
2910,-6.0
2911,10.0
2912,98.0
2913,19.0
2914,-27.0
2915,8.0
2916,-6.0
2917,42.0
2918,40.0
2919,-12.0
2920,-34.0
2921,-5.0
2922,-14.0
2923,7.0
2924,58.0
2925,-18.0
2926,74.0
2927,10.0
2928,-16.0
2929,224.0
2930,157.0
2931,-2.0
2932,-3.0
2933,-1.0
2934,34.0
2935,227.0
2936,44.0
2937,20.0
2938,-29.0
2939,-6.0
2940,0.0
2941,-3.0
2942,-4.0
2943,24.0
2944,-2.0
2945,12.0
2946,-24.0
2947,-1.0
2948,-7.0
2949,-32.0
2950,108.0
2951,-18.0
2952,15.0
2953,21.0
2954,-8.0
2955,-28.0
2956,1.0
2957,87.0
2958,-26.0
2959,-13.0
2960,-13.0
2961,25.0
2962,-12.0
2963,-16.0
2964,-15.0
2965,17.0
2966,-4.0
2967,-14.0
2968,-14.0
2969,-29.0
2970,-8.0
2971,-17.0
2972,-34.0
2973,146.0
2974,-5.0
2975,97.0
2976,27.0
2977,-15.0
2978,-29.0
2979,-11.0
2980,-21.0
2981,-15.0
2982,-16.0
2983,-2.0
2984,0.0
2985,-22.0
2986,-25.0
2987,-5.0
2988,5.0
2989,3.0
2990,3.0
2991,-21.0
2992,-21.0
2993,7.0
2994,63.0
2995,-15.0
2996,-25.0
2997,-21.0
2998,2.0
2999,-13.0
3000,64.0
3001,-11.0
3002,10.0
3003,-10.0
3004,128.0
3005,-29.0
3006,-1.0
3007,-16.0
3008,141.0
3009,3.0
3010,-5.0
3011,8.0
3012,-2.0
3013,-19.0
3014,11.0
3015,-19.0
3016,-3.0
3017,-13.0
3018,-9.0
3019,45.0
3020,-22.0
3021,77.0
3022,-13.0
3023,20.0
3024,-7.0
3025,-27.0
3026,-15.0
3027,91.0
3028,-11.0
3029,2.0
3030,-5.0
3031,1.0
3032,-17.0
3033,2.0
3034,-3.0
3035,-6.0
3036,13.0
3037,-14.0
3038,-4.0
3039,-27.0
3040,11.0
3041,-36.0
3042,-3.0
3043,-5.0
3044,-1.0
3045,-18.0
3046,40.0
3047,137.0
3048,-19.0
3049,-27.0
3050,-13.0
3051,-18.0
3052,4.0
3053,-5.0
3054,-1.0
3055,135.0
3056,-13.0
3057,-12.0
3058,184.0
3059,-16.0
3060,14.0
3061,41.0
3062,-18.0
3063,-3.0
3064,144.0
3065,22.0
3066,-13.0
3067,112.0
3068,-16.0
3069,-29.0
3070,-12.0
3071,49.0
3072,-17.0
3073,-22.0
3074,-22.0
3075,-9.0
3076,68.0
3077,-10.0
3078,82.0
3079,-20.0
3080,11.0
3081,38.0
3082,-4.0
3083,-6.0
3084,-18.0
3085,-4.0
3086,1.0
3087,-9.0
3088,13.0
3089,-7.0
3090,-10.0
3091,13.0
3092,46.0
3093,-27.0
3094,-11.0
3095,29.0
3096,16.0
3097,80.0
3098,-9.0
3099,-9.0
3100,3.0
3101,-43.0
3102,11.0
3103,-20.0
3104,-3.0
3105,-9.0
3106,16.0
3107,-6.0
3108,1.0
3109,7.0
3110,-30.0
3111,9.0
3112,18.0
3113,-20.0
3114,12.0
3115,-1.0
3116,20.0
3117,-5.0
3118,-6.0
3119,84.0
3120,38.0
3121,-14.0
3122,-20.0
3123,-10.0
3124,-4.0
3125,-23.0
3126,20.0
3127,-22.0
3128,108.0
3129,19.0
3130,-29.0
3131,62.0
3132,9.0
3133,59.0
3134,45.0
3135,-1.0
3136,-36.0
3137,34.0
3138,101.0
3139,-11.0
3140,-7.0
3141,27.0
3142,-16.0
3143,-15.0
3144,-17.0
3145,-18.0
3146,-26.0
3147,15.0
3148,-12.0
3149,-6.0
3150,3.0
3151,-5.0
3152,-18.0
3153,0.0
3154,-38.0
3155,-22.0
3156,-1.0
3157,19.0
3158,-8.0
3159,5.0
3160,488.0
3161,68.0
3162,-19.0
3163,-8.0
3164,-18.0
3165,-32.0
3166,21.0
3167,-9.0
3168,11.0
3169,-13.0
3170,-14.0
3171,-27.0
3172,-5.0
3173,-5.0
3174,9.0
3175,79.0
3176,0.0
3177,15.0
3178,-4.0
3179,8.0
3180,14.0
3181,-14.0
3182,-14.0
3183,-56.0
3184,-20.0
3185,-13.0
3186,-19.0
3187,-12.0
3188,29.0
3189,15.0
3190,-7.0
3191,-10.0
3192,-5.0
3193,-12.0
3194,-14.0
3195,73.0
3196,-9.0
3197,9.0
3198,-31.0
3199,-10.0
3200,-15.0
3201,8.0
3202,14.0
3203,4.0
3204,9.0
3205,-8.0
3206,28.0
3207,-13.0
3208,90.0
3209,-9.0
3210,6.0
3211,-9.0
3212,7.0
3213,-14.0
3214,-25.0
3215,-27.0
3216,-11.0
3217,62.0
3218,113.0
3219,184.0
3220,99.0
3221,17.0
3222,-24.0
3223,2.0
3224,-6.0
3225,30.0
3226,56.0
3227,-51.0
3228,-25.0
3229,29.0
3230,-31.0
3231,-5.0
3232,180.0
3233,-16.0
3234,-10.0
3235,-32.0
3236,9.0
3237,-17.0
3238,-23.0
3239,-18.0
3240,-16.0
3241,-18.0
3242,-38.0
3243,-24.0
3244,-6.0
3245,-8.0
3246,-10.0
3247,4.0
3248,-8.0
3249,-24.0
3250,-16.0
3251,-8.0
3252,5.0
3253,-15.0
3254,12.0
3255,-4.0
3256,-16.0
3257,23.0
3258,-4.0
3259,-14.0
3260,-16.0
3261,11.0
3262,18.0
3263,39.0
3264,-10.0
3265,-2.0
3266,-29.0
3267,-5.0
3268,16.0
3269,156.0
3270,4.0
3271,725.0
3272,-23.0
3273,-7.0
3274,-9.0
3275,-28.0
3276,-8.0
3277,9.0
3278,24.0
3279,-7.0
3280,-3.0
3281,-20.0
3282,89.0
3283,-7.0
3284,30.0
3285,12.0
3286,6.0
3287,17.0
3288,-11.0
3289,0.0
3290,2.0
3291,-17.0
3292,-5.0
3293,-22.0
3294,-22.0
3295,23.0
3296,-17.0
3297,-25.0
3298,-5.0
3299,-15.0
3300,7.0
3301,58.0
3302,2.0
3303,153.0
3304,23.0
3305,31.0
3306,208.0
3307,-8.0
3308,0.0
3309,19.0
3310,-22.0
3311,1.0
3312,-7.0
3313,7.0
3314,22.0
3315,-5.0
3316,14.0
3317,12.0
3318,-7.0
3319,-8.0
3320,-21.0
3321,-18.0
3322,-7.0
3323,54.0
3324,-38.0
3325,31.0
3326,61.0
3327,41.0
3328,-7.0
3329,-13.0
3330,-10.0
3331,-18.0
3332,-11.0
3333,25.0
3334,24.0
3335,-13.0
3336,-13.0
3337,6.0
3338,-16.0
3339,4.0
3340,-10.0
3341,6.0
3342,-11.0
3343,4.0
3344,36.0
3345,50.0
3346,-9.0
3347,-7.0
3348,0.0
3349,-7.0
3350,-15.0
3351,37.0
3352,-26.0
3353,-7.0
3354,-7.0
3355,14.0
3356,0.0
3357,-22.0
3358,-16.0
3359,-6.0
3360,19.0
3361,-20.0
3362,-6.0
3363,0.0
3364,-8.0
3365,10.0
3366,-14.0
3367,86.0
3368,176.0
3369,-5.0
3370,-17.0
3371,15.0
3372,-22.0
3373,-24.0
3374,-25.0
3375,-18.0
3376,39.0
3377,39.0
3378,16.0
3379,-26.0
3380,14.0
3381,9.0
3382,0.0
3383,0.0
3384,-20.0
3385,-23.0
3386,111.0
3387,-12.0
3388,-18.0
3389,6.0
3390,-3.0
3391,-30.0
3392,-8.0
3393,-22.0
3394,-4.0
3395,-36.0
3396,159.0
3397,-14.0
3398,-16.0
3399,-5.0
3400,36.0
3401,-35.0
3402,-24.0
3403,-16.0
3404,79.0
3405,64.0
3406,-17.0
3407,12.0
3408,9.0
3409,9.0
3410,124.0
3411,4.0
3412,-8.0
3413,71.0
3414,7.0
3415,-2.0
3416,-5.0
3417,-21.0
3418,-16.0
3419,-4.0
3420,-18.0
3421,16.0
3422,2.0
3423,11.0
3424,-7.0
3425,46.0
3426,-17.0
3427,10.0
3428,-22.0
3429,46.0
3430,-1.0
3431,31.0
3432,24.0
3433,6.0
3434,-6.0
3435,-13.0
3436,-23.0
3437,27.0
3438,-12.0
3439,2.0
3440,15.0
3441,-5.0
3442,-15.0
3443,-15.0
3444,-14.0
3445,-10.0
3446,-7.0
3447,-8.0
3448,6.0
3449,-9.0
3450,-6.0
3451,-30.0
3452,91.0
3453,432.0
3454,-18.0
3455,-26.0
3456,-27.0
3457,-12.0
3458,-32.0
3459,-11.0
3460,44.0
3461,-8.0
3462,-8.0
3463,-13.0
3464,-16.0
3465,-19.0
3466,-28.0
3467,-6.0
3468,-15.0
3469,-16.0
3470,18.0
3471,111.0
3472,-5.0
3473,21.0
3474,17.0
3475,-28.0
3476,-34.0
3477,77.0
3478,-13.0
3479,10.0
3480,-3.0
3481,0.0
3482,-25.0
3483,-30.0
3484,9.0
3485,-3.0
3486,-3.0
3487,86.0
3488,-7.0
3489,10.0
3490,-11.0
3491,-15.0
3492,-21.0
3493,3.0
3494,-14.0
3495,-8.0
3496,15.0
3497,21.0
3498,16.0
3499,33.0
3500,-15.0
3501,-3.0
3502,4.0
3503,19.0
3504,19.0
3505,1.0
3506,-8.0
3507,-32.0
3508,-14.0
3509,-32.0
3510,-12.0
3511,-4.0
3512,-11.0
3513,-22.0
3514,-22.0
3515,12.0
3516,-11.0
3517,-19.0
3518,-15.0
3519,8.0
3520,5.0
3521,-14.0
3522,-3.0
3523,-7.0
3524,4.0
3525,-19.0
3526,-8.0
3527,5.0
3528,2.0
3529,-3.0
3530,65.0
3531,-5.0
3532,-24.0
3533,-50.0
3534,-28.0
3535,-4.0
3536,-15.0
3537,35.0
3538,-20.0
3539,-16.0
3540,-8.0
3541,8.0
3542,-12.0
3543,-20.0
3544,28.0
3545,46.0
3546,-17.0
3547,17.0
3548,-33.0
3549,10.0
3550,30.0
3551,18.0
3552,-24.0
3553,-2.0
3554,10.0
3555,-22.0
3556,-7.0
3557,-8.0
3558,-33.0
3559,109.0
3560,-3.0
3561,122.0
3562,-1.0
3563,62.0
3564,-23.0
3565,-3.0
3566,-22.0
3567,-9.0
3568,24.0
3569,-9.0
3570,-2.0
3571,-13.0
3572,11.0
3573,-13.0
3574,115.0
3575,-20.0
3576,17.0
3577,-6.0
3578,15.0
3579,-31.0
3580,-30.0
3581,15.0
3582,-4.0
3583,16.0
3584,-2.0
3585,-12.0
3586,13.0
3587,-8.0
3588,-19.0
3589,24.0
3590,17.0
3591,-11.0
3592,-12.0
3593,-27.0
3594,-1.0
3595,-1.0
3596,-6.0
3597,-3.0
3598,-16.0
3599,-10.0
3600,-19.0
3601,28.0
3602,15.0
3603,-9.0
3604,-14.0
3605,-8.0
3606,-37.0
3607,-1.0
3608,-10.0
3609,-1.0
3610,31.0
3611,-22.0
3612,-18.0
3613,9.0
3614,-4.0
3615,-4.0
3616,8.0
3617,-10.0
3618,77.0
3619,66.0
3620,-7.0
3621,0.0
3622,-18.0
3623,-7.0
3624,-6.0
3625,-7.0
3626,-8.0
3627,-12.0
3628,-10.0
3629,-39.0
3630,-5.0
3631,-12.0
3632,11.0
3633,-9.0
3634,-48.0
3635,2.0
3636,-10.0
3637,18.0
3638,-2.0
3639,-20.0
3640,13.0
3641,0.0
3642,-21.0
3643,-21.0
3644,-23.0
3645,39.0
3646,55.0
3647,-2.0
3648,-2.0
3649,1.0
3650,-19.0
3651,-22.0
3652,-18.0
3653,2.0
3654,-28.0
3655,8.0
3656,-3.0
3657,-16.0
3658,-2.0
3659,86.0
3660,0.0
3661,-19.0
3662,-9.0
3663,12.0
3664,20.0
3665,-16.0
3666,-8.0
3667,-5.0
3668,98.0
3669,15.0
3670,-10.0
3671,37.0
3672,-24.0
3673,4.0
3674,10.0
3675,30.0
3676,0.0
3677,1.0
3678,-6.0
3679,-28.0
3680,-8.0
3681,134.0
3682,-5.0
3683,-22.0
3684,56.0
3685,-4.0
3686,-6.0
3687,346.0
3688,24.0
3689,-12.0
3690,-9.0
3691,-10.0
3692,4.0
3693,90.0
3694,-7.0
3695,-16.0
3696,2.0
3697,-9.0
3698,41.0
3699,-8.0
3700,17.0
3701,-12.0
3702,74.0
3703,95.0
3704,-13.0
3705,-12.0
3706,0.0
3707,-4.0
3708,-16.0
3709,-23.0
3710,-13.0
3711,-29.0
3712,26.0
3713,0.0
3714,-41.0
3715,-9.0
3716,143.0
3717,-6.0
3718,-28.0
3719,-6.0
3720,-11.0
3721,-22.0
3722,2.0
3723,-15.0
3724,-29.0
3725,65.0
3726,11.0
3727,34.0
3728,-33.0
3729,-30.0
3730,-4.0
3731,134.0
3732,2.0
3733,-12.0
3734,-14.0
3735,57.0
3736,-34.0
3737,-2.0
3738,-19.0
3739,-33.0
3740,-24.0
3741,-19.0
3742,-13.0
3743,3.0
3744,3.0
3745,40.0
3746,12.0
3747,31.0
3748,-4.0
3749,-14.0
3750,-6.0
3751,-11.0
3752,51.0
3753,8.0
3754,34.0
3755,-4.0
3756,-14.0
3757,-7.0
3758,-18.0
3759,-31.0
3760,-11.0
3761,2.0
3762,-18.0
3763,-16.0
3764,-9.0
3765,-2.0
3766,-32.0
3767,-1.0
3768,78.0
3769,-1.0
3770,-2.0
3771,-23.0
3772,-2.0
3773,57.0
3774,-39.0
3775,-14.0
3776,-22.0
3777,8.0
3778,-17.0
3779,8.0
3780,49.0
3781,-16.0
3782,-13.0
3783,-22.0
3784,20.0
3785,-23.0
3786,30.0
3787,-15.0
3788,-17.0
3789,-14.0
3790,-4.0
3791,181.0
3792,-18.0
3793,168.0
3794,3.0
3795,-11.0
3796,-9.0
3797,-15.0
3798,-14.0
3799,-9.0
3800,-4.0
3801,-3.0
3802,12.0
3803,-21.0
3804,-33.0
3805,-26.0
3806,-9.0
3807,13.0
3808,-11.0
3809,-11.0
